證券代碼,年月日,開盤價(元),收盤價(元)
2330,20001204,21.1003,20.7466
Y9999  ,20001204,5239.82,5174.02
M2300  ,20001204,265.23,260.85
2330,20001205,20.5109,20.8645
Y9999  ,20001205,5139.53,5199.2
M2300  ,20001205,258.3,259.85
2330,20001206,22.1612,20.9824
Y9999  ,20001206,5323.2,5170.62
M2300  ,20001206,268.58,257.94
2330,20001207,20.9824,21.4539
Y9999  ,20001207,5131.94,5212.73
M2300  ,20001207,255.92,259.96
2330,20001208,21.4539,21.2181
Y9999  ,20001208,5216.36,5252.83
M2300  ,20001208,260.1,259.49
2330,20001211,21.4539,21.2181
Y9999  ,20001211,5283.81,5284.41
M2300  ,20001211,261.54,259.51
2330,20001212,21.4539,21.8075
Y9999  ,20001212,5320.61,5380.09
M2300  ,20001212,261.95,265.39
2330,20001213,21.8075,21.6896
Y9999  ,20001213,5380.34,5384.36
M2300  ,20001213,265.45,264.22
2330,20001214,21.4539,21.336
Y9999  ,20001214,5350.26,5320.16
M2300  ,20001214,261.86,260.25
2330,20001215,20.8645,20.7466
Y9999  ,20001215,5256.09,5224.74
M2300  ,20001215,256.66,256.29
2330,20001216,20.6287,20.6287
Y9999  ,20001216,5179.46,5134.1
M2300  ,20001216,254.9,252.73
2330,20001218,20.5109,19.9215
Y9999  ,20001218,5116.07,5055.2
M2300  ,20001218,252.71,247.55
2330,20001219,19.5678,19.8036
Y9999  ,20001219,5004.6,5040.25
M2300  ,20001219,243.87,243.69
2330,20001220,19.3321,19.2142
Y9999  ,20001220,4966.8,4947.89
M2300  ,20001220,238.11,237.64
2330,20001221,18.6248,18.6248
Y9999  ,20001221,4834.76,4817.22
M2300  ,20001221,231.45,230.61
2330,20001222,18.5069,18.389
Y9999  ,20001222,4765.1,4811.22
M2300  ,20001222,226.49,228.93
2330,20001226,18.7427,17.9175
Y9999  ,20001226,4871.86,4721.36
M2300  ,20001226,233.19,224.25
2330,20001227,17.9175,17.6818
Y9999  ,20001227,4663.65,4614.63
M2300  ,20001227,220.72,219.12
2330,20001228,18.1533,18.8606
Y9999  ,20001228,4581.06,4797.14
M2300  ,20001228,216.87,228.17
2330,20001229,19.2142,18.7427
Y9999  ,20001229,4797.08,4743.94
M2300  ,20001229,228.02,224.21
2330,20001230,18.5069,18.5069
Y9999  ,20001230,4687.95,4739.09
M2300  ,20001230,220.68,220.64
2330,20010102,18.389,19.6857
Y9999  ,20010102,4717.49,4935.28
M2300  ,20010102,218.59,231.7
2330,20010103,18.9784,18.9784
Y9999  ,20010103,4843.54,4894.79
M2300  ,20010103,225.54,229.27
2330,20010104,20.1572,20.0393
Y9999  ,20010104,5028.32,5136.13
M2300  ,20010104,237.72,243.33
2330,20010105,20.0393,21.336
Y9999  ,20010105,5153.01,5295.53
M2300  ,20010105,245.07,255.55
2330,20010108,21.1003,21.1003
Y9999  ,20010108,5248.1,5188.51
M2300  ,20010108,252.79,249.08
2330,20010109,21.336,21.9254
Y9999  ,20010109,5206.5,5376.12
M2300  ,20010109,250.08,261.09
2330,20010110,22.1612,22.1612
Y9999  ,20010110,5406.13,5436.78
M2300  ,20010110,263.05,264.7
2330,20010111,22.3969,21.8075
Y9999  ,20010111,5475.59,5369.24
M2300  ,20010111,267.06,261.15
2330,20010112,21.9254,22.1612
Y9999  ,20010112,5404.35,5339.4
M2300  ,20010112,263.78,261.95
2330,20010115,22.1612,22.279
Y9999  ,20010115,5292.75,5379.66
M2300  ,20010115,259.64,263.11
2330,20010116,22.1612,23.8115
Y9999  ,20010116,5399.7,5662.94
M2300  ,20010116,263.91,278.65
2330,20010117,23.8115,23.8115
Y9999  ,20010117,5702.87,5769.95
M2300  ,20010117,281.09,283.69
2330,20010118,24.283,24.0472
Y9999  ,20010118,5803.52,5847.91
M2300  ,20010118,285.86,283.37
2330,20010129,23.5757,22.8684
Y9999  ,20010129,5850.7,5680.06
M2300  ,20010129,282.27,270.53
2330,20010130,22.8684,23.3399
Y9999  ,20010130,5685.19,5792.5
M2300  ,20010130,270.24,279.18
2330,20010131,23.6936,24.8724
Y9999  ,20010131,5853.62,5936.2
M2300  ,20010131,283.29,289.05
2330,20010201,24.5187,23.9293
Y9999  ,20010201,5927.25,5897.93
M2300  ,20010201,288.1,287.14
2330,20010202,24.0472,23.6936
Y9999  ,20010202,5958.78,6049.26
M2300  ,20010202,290.62,294.17
2330,20010205,23.3399,23.2221
Y9999  ,20010205,6012.43,5932.42
M2300  ,20010205,290.96,287.46
2330,20010206,23.1042,23.1042
Y9999  ,20010206,5905.6,5849.06
M2300  ,20010206,285.38,283.67
2330,20010207,21.5718,21.5718
Y9999  ,20010207,5738.66,5693.58
M2300  ,20010207,275.82,272.45
2330,20010208,21.2181,21.336
Y9999  ,20010208,5693.63,5758.6
M2300  ,20010208,271.69,277.07
2330,20010209,21.5718,21.5718
Y9999  ,20010209,5782.42,5809.84
M2300  ,20010209,277.72,278.84
2330,20010212,21.4539,21.6896
Y9999  ,20010212,5807.61,5847.07
M2300  ,20010212,278.27,282.92
2330,20010213,22.0433,23.1042
Y9999  ,20010213,5922.02,6027.49
M2300  ,20010213,287.89,295.48
2330,20010214,23.1042,22.1612
Y9999  ,20010214,6060.89,5887.68
M2300  ,20010214,297.28,286.57
2330,20010215,22.7506,23.6936
Y9999  ,20010215,5963.07,6104.24
M2300  ,20010215,292.12,300.47
2330,20010216,23.6936,23.1042
Y9999  ,20010216,6156.36,6045.67
M2300  ,20010216,303.45,298.06
2330,20010219,22.1612,22.6327
Y9999  ,20010219,5921.18,5937.3
M2300  ,20010219,290.09,290.9
2330,20010220,22.7506,22.6327
Y9999  ,20010220,5992.74,5971.29
M2300  ,20010220,293.65,290.54
2330,20010221,22.1612,22.9863
Y9999  ,20010221,5920.95,5949.96
M2300  ,20010221,286.38,289.95
2330,20010222,22.7506,22.0433
Y9999  ,20010222,5885.67,5759.04
M2300  ,20010222,285.49,277.84
2330,20010223,21.4539,21.4539
Y9999  ,20010223,5727.03,5726.93
M2300  ,20010223,275.13,274.48
2330,20010226,21.2181,20.9824
Y9999  ,20010226,5746.65,5716.02
M2300  ,20010226,274.67,271.37
2330,20010227,21.2181,21.2181
Y9999  ,20010227,5788.02,5674.69
M2300  ,20010227,275.24,269.6
2330,20010301,20.5109,19.8036
Y9999  ,20010301,5581.95,5499.86
M2300  ,20010301,263.18,258.92
2330,20010302,19.9215,19.6857
Y9999  ,20010302,5536.19,5499.54
M2300  ,20010302,261.05,259.76
2330,20010305,19.6857,19.9215
Y9999  ,20010305,5506.6,5609.74
M2300  ,20010305,260.21,266.99
2330,20010306,20.7466,20.8645
Y9999  ,20010306,5689.64,5635.06
M2300  ,20010306,272.33,269.79
2330,20010307,21.5718,21.6896
Y9999  ,20010307,5735.79,5777.13
M2300  ,20010307,276.98,280.8
2330,20010308,21.6896,21.336
Y9999  ,20010308,5794.34,5711.02
M2300  ,20010308,281.63,276.74
2330,20010309,20.6287,20.7466
Y9999  ,20010309,5655.92,5680.43
M2300  ,20010309,271.87,273.68
2330,20010312,20.0393,20.1572
Y9999  ,20010312,5578.69,5582.67
M2300  ,20010312,266.72,269.45
2330,20010313,19.8036,20.5109
Y9999  ,20010313,5509.79,5610.4
M2300  ,20010313,265.76,272.9
2330,20010314,20.7466,20.393
Y9999  ,20010314,5683.88,5658.21
M2300  ,20010314,277.51,275.95
2330,20010315,20.393,20.7466
Y9999  ,20010315,5656.42,5742.74
M2300  ,20010315,276.13,282.23
2330,20010316,20.6287,20.8645
Y9999  ,20010316,5749.48,5783.93
M2300  ,20010316,282.08,281.85
2330,20010319,20.7466,20.5109
Y9999  ,20010319,5783.02,5641.89
M2300  ,20010319,281.44,274.15
2330,20010320,20.5109,20.2751
Y9999  ,20010320,5693.05,5642.7
M2300  ,20010320,277.04,274.89
2330,20010321,20.0393,20.0393
Y9999  ,20010321,5602.14,5623.42
M2300  ,20010321,272.14,273.43
2330,20010322,20.0393,20.393
Y9999  ,20010322,5647.44,5730.95
M2300  ,20010322,275.54,280.69
2330,20010323,20.6287,21.336
Y9999  ,20010323,5801.57,5800.55
M2300  ,20010323,285.5,285.51
2330,20010326,21.4539,21.2181
Y9999  ,20010326,5848.63,5896.32
M2300  ,20010326,288.14,291.05
2330,20010327,21.336,21.1003
Y9999  ,20010327,5943.91,5884.33
M2300  ,20010327,293.68,290.13
2330,20010328,21.1003,20.9824
Y9999  ,20010328,5907.53,5819.39
M2300  ,20010328,290.81,285.99
2330,20010329,20.9824,20.7466
Y9999  ,20010329,5812.6,5833.88
M2300  ,20010329,285.29,287.82
2330,20010330,20.9824,20.8645
Y9999  ,20010330,5863.58,5797.92
M2300  ,20010330,289.78,287.26
2330,20010402,20.7466,20.0393
Y9999  ,20010402,5797.85,5607.73
M2300  ,20010402,287.38,276.89
2330,20010403,19.5678,19.2142
Y9999  ,20010403,5521.99,5446.82
M2300  ,20010403,271.74,268.23
2330,20010404,18.6248,18.7427
Y9999  ,20010404,5386.59,5405.85
M2300  ,20010404,264.77,266.9
2330,20010406,20.0393,19.45
Y9999  ,20010406,5570.71,5515.13
M2300  ,20010406,277.23,273.86
2330,20010409,19.0963,18.8606
Y9999  ,20010409,5476.75,5401.83
M2300  ,20010409,271.43,268.31
2330,20010410,18.8606,18.6248
Y9999  ,20010410,5432.96,5353.5
M2300  ,20010410,270.4,265.07
2330,20010411,19.0963,19.5678
Y9999  ,20010411,5470.67,5467.75
M2300  ,20010411,272.39,273.32
2330,20010412,20.0393,20.2751
Y9999  ,20010412,5521.93,5533.22
M2300  ,20010412,277.25,279.21
2330,20010413,20.6287,20.0393
Y9999  ,20010413,5592.3,5495.47
M2300  ,20010413,283.04,275.06
2330,20010416,19.9215,19.8036
Y9999  ,20010416,5490.42,5432.28
M2300  ,20010416,274.34,272.5
2330,20010417,19.5678,19.6857
Y9999  ,20010417,5404.76,5431.95
M2300  ,20010417,270.77,272.59
2330,20010418,20.0393,20.0393
Y9999  ,20010418,5479.47,5508.61
M2300  ,20010418,275.5,278.14
2330,20010419,21.336,21.336
Y9999  ,20010419,5682.46,5608.5
M2300  ,20010419,289.29,285.26
2330,20010420,21.4539,21.336
Y9999  ,20010420,5645.11,5596.63
M2300  ,20010420,287.2,285.36
2330,20010423,21.336,21.2181
Y9999  ,20010423,5607.46,5597.7
M2300  ,20010423,285.48,285.39
2330,20010424,20.8645,20.7466
Y9999  ,20010424,5569.62,5589.34
M2300  ,20010424,283.23,284.56
2330,20010425,20.7466,20.393
Y9999  ,20010425,5594.19,5516.2
M2300  ,20010425,284.49,278.99
2330,20010426,20.6287,20.9824
Y9999  ,20010426,5542.39,5518.73
M2300  ,20010426,280.27,279.67
2330,20010427,20.9824,20.5109
Y9999  ,20010427,5505.61,5416.67
M2300  ,20010427,278.39,273.79
2330,20010430,20.9824,21.4539
Y9999  ,20010430,5430.59,5381.67
M2300  ,20010430,274.73,272.88
2330,20010502,22.8684,22.6327
Y9999  ,20010502,5469.95,5304.24
M2300  ,20010502,279.75,272.24
2330,20010503,22.5148,22.7506
Y9999  ,20010503,5287.72,5405.54
M2300  ,20010503,271.03,277.96
2330,20010504,22.6327,21.9254
Y9999  ,20010504,5384.3,5244.05
M2300  ,20010504,276.06,267.65
2330,20010507,22.0433,22.3969
Y9999  ,20010507,5278.91,5229.93
M2300  ,20010507,269.75,267.21
2330,20010508,22.279,22.279
Y9999  ,20010508,5214.25,5176.71
M2300  ,20010508,265.94,265.18
2330,20010509,22.3969,22.3969
Y9999  ,20010509,5195.04,5232.64
M2300  ,20010509,266.32,266.88
2330,20010510,22.1612,21.8075
Y9999  ,20010510,5215.55,5122.17
M2300  ,20010510,265.39,260.01
2330,20010511,21.8075,22.1612
Y9999  ,20010511,5110.91,5232.72
M2300  ,20010511,258.94,264.95
2330,20010514,21.6896,21.8075
Y9999  ,20010514,5161.25,5176.45
M2300  ,20010514,261.22,262.68
2330,20010515,21.2181,21.1003
Y9999  ,20010515,5166.97,5158.79
M2300  ,20010515,261.35,261.33
2330,20010516,20.7466,20.7466
Y9999  ,20010516,5147.02,5082.02
M2300  ,20010516,260.66,255.52
2330,20010517,20.8645,20.9824
Y9999  ,20010517,5112.23,5143.44
M2300  ,20010517,257.49,259.45
2330,20010518,21.2181,21.336
Y9999  ,20010518,5180.91,5111.67
M2300  ,20010518,261.79,259.45
2330,20010521,21.2181,20.8645
Y9999  ,20010521,5079.72,4958.61
M2300  ,20010521,257.57,250.23
2330,20010522,21.1003,21.2181
Y9999  ,20010522,4991.67,4991.48
M2300  ,20010522,252.74,252.34
2330,20010523,21.336,22.279
Y9999  ,20010523,4998.68,5209.97
M2300  ,20010523,253.01,264.27
2330,20010524,22.1612,22.1612
Y9999  ,20010524,5193.87,5226.79
M2300  ,20010524,263.78,266.74
2330,20010525,22.1612,22.279
Y9999  ,20010525,5206.23,5170.08
M2300  ,20010525,265.93,264.33
2330,20010528,22.0433,21.9254
Y9999  ,20010528,5123.9,5079.72
M2300  ,20010528,261.77,259.16
2330,20010529,21.9254,21.9254
Y9999  ,20010529,5086.3,5095.26
M2300  ,20010529,259.96,260.51
2330,20010530,21.8075,21.2181
Y9999  ,20010530,5078.91,5057.07
M2300  ,20010530,259.45,258.83
2330,20010531,20.9824,21.1003
Y9999  ,20010531,5014.93,5048.86
M2300  ,20010531,256.15,257.05
2330,20010601,21.336,20.9824
Y9999  ,20010601,5090.66,5013.96
M2300  ,20010601,259.64,254.53
2330,20010604,20.9824,21.2181
Y9999  ,20010604,5012.14,4985.11
M2300  ,20010604,254.32,253.39
2330,20010605,21.2181,21.4539
Y9999  ,20010605,5016.26,5065.06
M2300  ,20010605,255.05,257.32
2330,20010606,21.8075,22.0433
Y9999  ,20010606,5129.48,5220.44
M2300  ,20010606,261.46,266.37
2330,20010607,21.8075,21.9254
Y9999  ,20010607,5172.69,5153.35
M2300  ,20010607,264.95,263.76
2330,20010608,22.6327,22.8684
Y9999  ,20010608,5231.17,5226.28
M2300  ,20010608,269.63,269.66
2330,20010611,22.8684,23.3399
Y9999  ,20010611,5211.7,5271.3
M2300  ,20010611,268.87,272.64
2330,20010612,23.1042,22.8684
Y9999  ,20010612,5247.42,5266.24
M2300  ,20010612,270.37,271.56
2330,20010613,22.7506,22.1612
Y9999  ,20010613,5270.16,5209.71
M2300  ,20010613,271.48,267.16
2330,20010614,22.1612,21.8075
Y9999  ,20010614,5179.4,5119.19
M2300  ,20010614,265.35,261.67
2330,20010615,21.6896,22.0433
Y9999  ,20010615,5080.8,5158.63
M2300  ,20010615,259.35,264.29
2330,20010618,21.9254,21.6896
Y9999  ,20010618,5132.52,5070.52
M2300  ,20010618,262.28,258.68
2330,20010619,21.5718,21.336
Y9999  ,20010619,5073.35,5039.98
M2300  ,20010619,258.15,255.65
2330,20010620,21.2181,21.2181
Y9999  ,20010620,5038.89,5029.64
M2300  ,20010620,255.25,255.18
2330,20010621,20.9824,20.2751
Y9999  ,20010621,5044.2,4984.88
M2300  ,20010621,255.79,251.83
2330,20010622,20.2751,20.0393
Y9999  ,20010622,4957.19,4904.34
M2300  ,20010622,249.2,246.05
2330,20010626,20.7827,20.6137
Y9999  ,20010626,4932.15,4785.12
M2300  ,20010626,248.05,239.01
2330,20010627,21.1206,21.4586
Y9999  ,20010627,4822.67,4825.28
M2300  ,20010627,241.15,242.83
2330,20010628,21.4586,20.7827
Y9999  ,20010628,4826.27,4768.55
M2300  ,20010628,242.44,239.68
2330,20010629,21.2896,21.6275
Y9999  ,20010629,4854.6,4883.43
M2300  ,20010629,244.85,246.14
2330,20010702,21.7965,22.6413
Y9999  ,20010702,4886.49,4886.86
M2300  ,20010702,246.88,248.24
2330,20010703,22.6413,22.4723
Y9999  ,20010703,4861.41,4843.82
M2300  ,20010703,247.08,245.69
2330,20010704,22.3034,22.1344
Y9999  ,20010704,4801.26,4739.16
M2300  ,20010704,243.25,241.1
2330,20010705,21.9655,22.1344
Y9999  ,20010705,4696.56,4709.2
M2300  ,20010705,238.85,240.16
2330,20010706,21.6275,21.2896
Y9999  ,20010706,4670.27,4707.01
M2300  ,20010706,237.84,238.81
2330,20010709,20.9517,20.6137
Y9999  ,20010709,4677.04,4657.3
M2300  ,20010709,236.4,235.03
2330,20010710,20.7827,20.7827
Y9999  ,20010710,4674.29,4616.71
M2300  ,20010710,236.77,233.94
2330,20010711,20.9517,20.7827
Y9999  ,20010711,4589.03,4548.29
M2300  ,20010711,232.74,232.1
2330,20010712,21.1206,21.4586
Y9999  ,20010712,4587.69,4633.54
M2300  ,20010712,235.28,237.99
2330,20010713,21.9655,21.2896
Y9999  ,20010713,4715.33,4485.68
M2300  ,20010713,243.25,231.35
2330,20010716,21.6275,21.2896
Y9999  ,20010716,4505.72,4368.69
M2300  ,20010716,233.42,227.88
2330,20010717,20.9517,21.1206
Y9999  ,20010717,4318.02,4371.99
M2300  ,20010717,226.07,228.86
2330,20010718,21.1206,20.9517
Y9999  ,20010718,4387.07,4219.89
M2300  ,20010718,229.69,221.72
2330,20010719,20.6137,20.6137
Y9999  ,20010719,4090.51,4190.78
M2300  ,20010719,216.13,220.69
2330,20010720,20.9517,20.4448
Y9999  ,20010720,4197.42,4220.33
M2300  ,20010720,221.74,220.9
2330,20010723,20.2758,19.5999
Y9999  ,20010723,4248.35,4151.93
M2300  ,20010723,222.27,215.58
2330,20010724,19.262,19.431
Y9999  ,20010724,4101.61,4040.77
M2300  ,20010724,212.41,209.93
2330,20010725,19.5999,19.9379
Y9999  ,20010725,4026.09,4136.39
M2300  ,20010725,209.39,216.2
2330,20010726,20.2758,20.4448
Y9999  ,20010726,4157.58,4300.41
M2300  ,20010726,217.56,225.14
2330,20010727,21.4586,21.4586
Y9999  ,20010727,4341.49,4320.59
M2300  ,20010727,228.45,226.92
2330,20010731,21.7965,22.3034
Y9999  ,20010731,4299.57,4352.98
M2300  ,20010731,226.35,231.73
2330,20010801,23.1482,23.1482
Y9999  ,20010801,4402.71,4354.52
M2300  ,20010801,235.09,233.14
2330,20010802,23.6551,23.8241
Y9999  ,20010802,4393.31,4490.19
M2300  ,20010802,236.21,241.4
2330,20010803,23.8241,23.3172
Y9999  ,20010803,4499.68,4530.68
M2300  ,20010803,241.54,241.77
2330,20010806,22.9792,22.9792
Y9999  ,20010806,4507.84,4470.73
M2300  ,20010806,239.61,237.76
2330,20010807,22.4723,22.3034
Y9999  ,20010807,4425.24,4404
M2300  ,20010807,234.74,233.79
2330,20010808,22.3034,22.8103
Y9999  ,20010808,4413.13,4514.1
M2300  ,20010808,234,237.68
2330,20010809,21.9655,21.9655
Y9999  ,20010809,4469.92,4448.52
M2300  ,20010809,234.39,232.84
2330,20010810,22.4723,23.1482
Y9999  ,20010810,4470.75,4476.91
M2300  ,20010810,233.89,234.35
2330,20010813,22.9792,22.9792
Y9999  ,20010813,4492.28,4520.76
M2300  ,20010813,233.96,232.64
2330,20010814,22.9792,23.3172
Y9999  ,20010814,4547.75,4589.6
M2300  ,20010814,233.8,237.68
2330,20010815,23.3172,23.1482
Y9999  ,20010815,4593.65,4623.11
M2300  ,20010815,238.08,238.67
2330,20010816,22.9792,22.9792
Y9999  ,20010816,4651.03,4687.33
M2300  ,20010816,239.45,238.83
2330,20010817,22.9792,22.8103
Y9999  ,20010817,4713.58,4638.36
M2300  ,20010817,240.28,237.21
2330,20010820,22.1344,22.3034
Y9999  ,20010820,4520.12,4550.36
M2300  ,20010820,231.28,232.47
2330,20010821,21.9655,22.4723
Y9999  ,20010821,4553.95,4562.73
M2300  ,20010821,232.56,233.57
2330,20010822,21.6275,20.9517
Y9999  ,20010822,4509.03,4487.52
M2300  ,20010822,230.01,225.95
2330,20010823,20.2758,20.9517
Y9999  ,20010823,4491.23,4459.76
M2300  ,20010823,225.35,223.99
2330,20010824,20.6137,20.4448
Y9999  ,20010824,4430.42,4310.32
M2300  ,20010824,221.54,214.93
2330,20010827,20.4448,21.4586
Y9999  ,20010827,4352.34,4384.55
M2300  ,20010827,217.28,219.03
2330,20010828,21.6275,21.2896
Y9999  ,20010828,4405.22,4368.38
M2300  ,20010828,220.15,217.45
2330,20010829,21.2896,21.7965
Y9999  ,20010829,4350.91,4508.69
M2300  ,20010829,215.95,222.15
2330,20010830,21.4586,21.2896
Y9999  ,20010830,4495.92,4503.86
M2300  ,20010830,219.92,218.5
2330,20010831,21.1206,21.6275
Y9999  ,20010831,4450.2,4509.44
M2300  ,20010831,215.1,218.62
2330,20010903,21.6275,21.6275
Y9999  ,20010903,4520,4454.77
M2300  ,20010903,219.81,217.13
2330,20010904,21.6275,22.3034
Y9999  ,20010904,4450.56,4493.53
M2300  ,20010904,217.3,222.61
2330,20010905,22.1344,22.1344
Y9999  ,20010905,4476.8,4424.91
M2300  ,20010905,221.69,218.27
2330,20010906,21.6275,21.6275
Y9999  ,20010906,4398.53,4338.26
M2300  ,20010906,216.24,212.42
2330,20010907,21.4586,21.2896
Y9999  ,20010907,4274.76,4302.16
M2300  ,20010907,208.63,210.56
2330,20010910,21.1206,21.6275
Y9999  ,20010910,4254.48,4289.1
M2300  ,20010910,208.08,210.23
2330,20010911,21.6275,21.2896
Y9999  ,20010911,4294.62,4176.93
M2300  ,20010911,210.49,203.21
2330,20010913,19.9379,19.9379
Y9999  ,20010913,3902.93,3952.49
M2300  ,20010913,189.66,190.69
2330,20010914,19.5999,18.7551
Y9999  ,20010914,3871.31,3774.62
M2300  ,20010914,184.6,179.93
2330,20010919,18.2482,18.2482
Y9999  ,20010919,3670.73,3781.17
M2300  ,20010919,174.36,177.71
2330,20010920,17.7413,17.7413
Y9999  ,20010920,3693.91,3698.84
M2300  ,20010920,172.66,172.57
2330,20010921,17.2344,17.2344
Y9999  ,20010921,3599.73,3591.85
M2300  ,20010921,167.28,167.25
2330,20010924,16.0517,16.0517
Y9999  ,20010924,3503.33,3533.51
M2300  ,20010924,161.6,163.87
2330,20010925,16.6262,16.0179
Y9999  ,20010925,3622.46,3493.78
M2300  ,20010925,169.3,162.5
2330,20010926,15.8827,16.3896
Y9999  ,20010926,3475.87,3625.53
M2300  ,20010926,162.2,170.17
2330,20010927,16.2206,15.7137
Y9999  ,20010927,3586.81,3567.63
M2300  ,20010927,168.3,167.43
2330,20010928,15.3082,15.7813
Y9999  ,20010928,3587.81,3636.94
M2300  ,20010928,167.86,169.62
2330,20011002,15.7475,15.2069
Y9999  ,20011002,3623.67,3492.12
M2300  ,20011002,168.42,161.38
2330,20011003,15.0379,14.9027
Y9999  ,20011003,3480.19,3446.26
M2300  ,20011003,159.96,157.31
2330,20011004,15.9165,14.9703
Y9999  ,20011004,3610.16,3493.66
M2300  ,20011004,165.38,158.51
2330,20011005,15.1055,15.8151
Y9999  ,20011005,3502.37,3585.46
M2300  ,20011005,159.73,164.81
2330,20011008,15.3758,15.5448
Y9999  ,20011008,3519.35,3520.35
M2300  ,20011008,161.4,161.65
2330,20011009,16.0855,16.6262
Y9999  ,20011009,3561.16,3618.93
M2300  ,20011009,164.68,168.91
2330,20011011,17.4034,17.7413
Y9999  ,20011011,3721.06,3789.93
M2300  ,20011011,175.53,178.97
2330,20011012,18.9241,18.5861
Y9999  ,20011012,3898.36,3801.5
M2300  ,20011012,186.72,182.65
2330,20011015,18.0793,18.0793
Y9999  ,20011015,3724.66,3712.82
M2300  ,20011015,178.43,178.02
2330,20011016,18.2482,18.7551
Y9999  ,20011016,3715.09,3794.86
M2300  ,20011016,178.23,183.35
2330,20011017,19.5999,19.5999
Y9999  ,20011017,3829.61,3817.13
M2300  ,20011017,186.18,185.24
2330,20011018,19.262,20.1068
Y9999  ,20011018,3761.1,3811.2
M2300  ,20011018,181.15,185.17
2330,20011019,19.7689,19.7689
Y9999  ,20011019,3786.19,3845.62
M2300  ,20011019,183.27,186.67
2330,20011022,19.7689,19.5999
Y9999  ,20011022,3866.7,3900.62
M2300  ,20011022,187.65,188.58
2330,20011023,20.1068,19.431
Y9999  ,20011023,3959.14,3874.42
M2300  ,20011023,191.88,186.78
2330,20011024,19.5999,20.7827
Y9999  ,20011024,3884.62,3986.67
M2300  ,20011024,187.67,194.78
2330,20011025,21.2896,21.1206
Y9999  ,20011025,4006.42,4012.2
M2300  ,20011025,196.59,197.08
2330,20011026,21.2896,21.2896
Y9999  ,20011026,4042.47,4043.57
M2300  ,20011026,198.93,198.37
2330,20011029,22.4723,22.6413
Y9999  ,20011029,4081.94,4065.1
M2300  ,20011029,201.06,200.8
2330,20011030,21.1206,21.1206
Y9999  ,20011030,3961.56,3915.61
M2300  ,20011030,194.33,191.53
2330,20011031,20.2758,20.6137
Y9999  ,20011031,3877.24,3903.49
M2300  ,20011031,188.85,190.85
2330,20011101,21.1206,20.6137
Y9999  ,20011101,3939.08,3929.69
M2300  ,20011101,193.58,192.98
2330,20011102,21.2896,21.1206
Y9999  ,20011102,3999.86,3998.48
M2300  ,20011102,197.88,198.52
2330,20011105,21.2896,21.9655
Y9999  ,20011105,4014.74,4080.51
M2300  ,20011105,199.87,205.26
2330,20011106,22.6413,22.1344
Y9999  ,20011106,4136.85,4082.92
M2300  ,20011106,209.2,204.81
2330,20011107,22.4723,22.6413
Y9999  ,20011107,4135.97,4158.15
M2300  ,20011107,208.29,210.14
2330,20011108,22.9792,22.8103
Y9999  ,20011108,4179.05,4135.03
M2300  ,20011108,211.45,210.04
2330,20011109,23.1482,22.9792
Y9999  ,20011109,4135.03,4123.78
M2300  ,20011109,210.31,209.35
2330,20011112,22.9792,22.9792
Y9999  ,20011112,4126,4172.63
M2300  ,20011112,209.1,211.85
2330,20011113,22.6413,22.8103
Y9999  ,20011113,4151.46,4136.54
M2300  ,20011113,210.78,210.44
2330,20011114,23.6551,24.331
